userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
1MW2207,e,4,7,25,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,6
1MW2207,e,4,7,25,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,5
1MW2207,e,4,7,25,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,5
1MW2207,e,4,7,25,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,9
1MW2207,e,4,7,25,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,10
1MW2207,e,4,7,25,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,1
1MW2207,e,4,7,25,False,Which of the following names was a previous name of Equatorial Guinea?,Spanish Guinea,Guinea-Bissau
1MW2207,e,4,7,25,False,How is the largest geographical region of Equatorial Guinea called?,R??o Mun??,R??o Mun??
1MW2207,e,4,7,25,False,What kind of forest ecoregion does Equatorial Guinea not have?,Tropical grassland forests,Atlantic Equatorial coastal forests
1MW2207,e,4,7,25,False,Which international newspaper reported that Equatorial Guinea's citizens are not benefiting from infrastructure improvements?,The Guardian,The Guardian
1MW2207,e,4,7,25,False,Which language is used in the official currency of Equatorial Guinea?,French,Spanish
1MW2207,e,4,7,25,False,Where is the traditional demarcation line between Fang and inland ethnic groups?,All of these answers,Inland in the R??o Mun?? region
1MW2207,e,4,7,25,False,Which percentage of the population comes from the Ndowe and Fernandinos ethnic groups (combined) in Equatorial Guinea?,Less than 10%,Between 10% and 20%
1MW2207,e,4,7,25,False,What effect has oil extraction had in the population of Malabo?,Doubling,Tripling
1MW2207,e,4,7,25,False,

