userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
12F,n,0,12,186,FALSE,Mental Demand - How mentally demanding was the task? Very Low - Very High,,7
12F,n,0,12,186,FALSE,Physical Demand - How physically demanding was the task? Very Low - Very High,,2
12F,n,0,12,186,FALSE,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,8
12F,n,0,12,186,FALSE,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,13
12F,n,0,12,186,FALSE,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,12
12F,n,0,12,186,FALSE,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,14
12F,n,0,12,186,FALSE,How many islands belong to Scotland,around 264,around 264
12F,n,0,12,186,FALSE,The third largest city of Scotland is?,Dundee,Glasgow
12F,n,0,12,186,FALSE,Scotland entered into a political union with England?,on 1 May 1707,on 1 May 1707
12F,n,0,12,186,FALSE,Scotland constitutes a distinct jurisdiction in:,public and private law,public and private law
12F,n,0,12,186,FALSE,,,
