userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
12F,s,1,12,193,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,8
12F,s,1,12,193,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,1
12F,s,1,12,193,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,9
12F,s,1,12,193,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,14
12F,s,1,12,193,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,16
12F,s,1,12,193,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,1
12F,s,1,12,193,False,Which country does Laos not have a border with,Malaysia,Malaysia
12F,s,1,12,193,False,How many kingdoms was the Lan Xang kingdom was split into in the 18th century?,Three,Three
12F,s,1,12,193,False,What are the origins of Laos current government?,The Pathet Lao Guerrillas,The French Colonial Resistance
12F,s,1,12,193,False,In what type of landscape do the ethnically dominant people of Laos live?,Interior Lowlands,Interior Lowlands
12F,s,1,12,193,False,Which country is not in the top three trade nations with Laos?,Cambodia,Cambodia
12F,s,1,12,193,False,Who determines the government policies in Laos?,The Prime Minister Thongsing Thammavong,The Central Committee of the LPRP
12F,s,1,12,193,False,The number of elected officials over the last twenty years has:,Increased to 132 members,Increased to 132 members
12F,s,1,12,193,False,What is lam?,A music style,A music style
12F,s,1,12,193,False,

