userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
5MS3205,s,0,5,58,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,10
5MS3205,s,0,5,58,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,8
5MS3205,s,0,5,58,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,9
5MS3205,s,0,5,58,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,8
5MS3205,s,0,5,58,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,9
5MS3205,s,0,5,58,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,10
5MS3205,s,0,5,58,False,How many islands belong to Scotland,around 264,Approx. 500
5MS3205,s,0,5,58,False,The third largest city of Scotland is?,Dundee,Edinburgh
5MS3205,s,0,5,58,False,Scotland entered into a political union with England?,on 1 May 1707,on 1 May 1706
5MS3205,s,0,5,58,False,Scotland constitutes a distinct jurisdiction in:,public and private law,it does not constitute a distinct jurisdiction
5MS3205,s,0,5,58,False,

