userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
14JG23,e,3,23,116,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,13
14JG23,e,3,23,116,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,2
14JG23,e,3,23,116,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,8
14JG23,e,3,23,116,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,4
14JG23,e,3,23,116,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,4
14JG23,e,3,23,116,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,4
14JG23,e,3,23,116,False,Which country does Suriname not have a border with,Venezuela,Guyana
14JG23,e,3,23,116,False,An English-based lingua franca used in Suriname is:,Sranang,Arawaksh
14JG23,e,3,23,116,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Suriname river
14JG23,e,3,23,116,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1940s
14JG23,e,3,23,116,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Sugar cane and cotton
14JG23,e,3,23,116,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a 51-member unicameral Assembly
14JG23,e,3,23,116,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,With the vote of at least 34 members of the legislative body
14JG23,e,3,23,116,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,21.7%
14JG23,e,3,23,116,False,

