userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
1MQ2201,s,3,1,4,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,2
1MQ2201,s,3,1,4,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,2
1MQ2201,s,3,1,4,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,4
1MQ2201,s,3,1,4,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,21
1MQ2201,s,3,1,4,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,3
1MQ2201,s,3,1,4,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,5
1MQ2201,s,3,1,4,False,Which country does Suriname not have a border with,Venezuela,Venezuela
1MQ2201,s,3,1,4,False,An English-based lingua franca used in Suriname is:,Sranang,Arawaksh
1MQ2201,s,3,1,4,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Suriname river
1MQ2201,s,3,1,4,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1970s
1MQ2201,s,3,1,4,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Cotton and cocoa
1MQ2201,s,3,1,4,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a 123-member legislative Assembly
1MQ2201,s,3,1,4,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,By direct vote
1MQ2201,s,3,1,4,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,Less than 4%
1MQ2201,s,3,1,4,False,

