userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
12JR11,e,4,11,102,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,12
12JR11,e,4,11,102,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,8
12JR11,e,4,11,102,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,5
12JR11,e,4,11,102,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,9
12JR11,e,4,11,102,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,13
12JR11,e,4,11,102,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,6
12JR11,e,4,11,102,False,Which of the following names was a previous name of Equatorial Guinea?,Spanish Guinea,Spanish Guinea
12JR11,e,4,11,102,False,How is the largest geographical region of Equatorial Guinea called?,R??o Mun??,R??o Mun??
12JR11,e,4,11,102,False,What kind of forest ecoregion does Equatorial Guinea not have?,Tropical grassland forests,Montane forests
12JR11,e,4,11,102,False,Which international newspaper reported that Equatorial Guinea's citizens are not benefiting from infrastructure improvements?,The Guardian,The Guardian
12JR11,e,4,11,102,False,Which language is used in the official currency of Equatorial Guinea?,French,Fang
12JR11,e,4,11,102,False,Where is the traditional demarcation line between Fang and inland ethnic groups?,All of these answers,Niefang
12JR11,e,4,11,102,False,Which percentage of the population comes from the Ndowe and Fernandinos ethnic groups (combined) in Equatorial Guinea?,Less than 10%,Less than 10%
12JR11,e,4,11,102,False,What effect has oil extraction had in the population of Malabo?,Doubling,Increased by 100000
12JR11,e,4,11,102,False,

