userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
9FH04,s,3,4,79,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,9
9FH04,s,3,4,79,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,8
9FH04,s,3,4,79,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,17
9FH04,s,3,4,79,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,15
9FH04,s,3,4,79,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,6
9FH04,s,3,4,79,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,10
9FH04,s,3,4,79,False,Which country does Suriname not have a border with,Venezuela,Venezuela
9FH04,s,3,4,79,False,An English-based lingua franca used in Suriname is:,Sranang,Sranang
9FH04,s,3,4,79,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Guiana river
9FH04,s,3,4,79,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1970s
9FH04,s,3,4,79,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Bananas and rice
9FH04,s,3,4,79,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a bi-cameral Assembly (Congress and a Senate)
9FH04,s,3,4,79,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,With the vote of at least 34 members of the legislative body
9FH04,s,3,4,79,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,15.7%
9FH04,s,3,4,79,False,

