userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
MPS15,c,3,15,148,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,13
MPS15,c,3,15,148,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,3
MPS15,c,3,15,148,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,14
MPS15,c,3,15,148,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,11
MPS15,c,3,15,148,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,12
MPS15,c,3,15,148,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,14
MPS15,c,3,15,148,False,Which country does Suriname not have a border with,Venezuela,Venezuela
MPS15,c,3,15,148,False,An English-based lingua franca used in Suriname is:,Sranang,Sranang
MPS15,c,3,15,148,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Guiana river
MPS15,c,3,15,148,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1970s
MPS15,c,3,15,148,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Rice and sugar cane
MPS15,c,3,15,148,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a 51-member unicameral Assembly
MPS15,c,3,15,148,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,With the vote of at least 34 members of the legislative body
MPS15,c,3,15,148,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,about 10.4%
MPS15,c,3,15,148,False,

