userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
13MM08,c,0,8,109,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,14
13MM08,c,0,8,109,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,10
13MM08,c,0,8,109,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,12
13MM08,c,0,8,109,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,13
13MM08,c,0,8,109,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,10
13MM08,c,0,8,109,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,12
13MM08,c,0,8,109,False,How many islands belong to Scotland,around 264,more than 790
13MM08,c,0,8,109,False,The third largest city of Scotland is?,Dundee,Aberdeen
13MM08,c,0,8,109,False,Scotland entered into a political union with England?,on 1 May 1707,on 1 May 1707
13MM08,c,0,8,109,False,Scotland constitutes a distinct jurisdiction in:,public and private law,public and private law
13MM08,c,0,8,109,False,

