userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
12F,c,3,12,191,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,11
12F,c,3,12,191,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,11
12F,c,3,12,191,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,11
12F,c,3,12,191,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,11
12F,c,3,12,191,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,11
12F,c,3,12,191,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,11
12F,c,3,12,191,False,Which country does Suriname not have a border with,Venezuela,French Guiana
12F,c,3,12,191,False,An English-based lingua franca used in Suriname is:,Sranang,Arawaksh
12F,c,3,12,191,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Suriname river
12F,c,3,12,191,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1990s
12F,c,3,12,191,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Cotton and cocoa
12F,c,3,12,191,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a 51-member unicameral Assembly
12F,c,3,12,191,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,Through a second ballot in the legislative elections
12F,c,3,12,191,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,21.7%
12F,c,3,12,191,False,

