userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
18MDM19,s,4,19,140,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,4
18MDM19,s,4,19,140,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,1
18MDM19,s,4,19,140,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,2
18MDM19,s,4,19,140,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,19
18MDM19,s,4,19,140,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,4
18MDM19,s,4,19,140,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,1
18MDM19,s,4,19,140,False,Which of the following names was a previous name of Equatorial Guinea?,Spanish Guinea,Spanish Guinea
18MDM19,s,4,19,140,False,How is the largest geographical region of Equatorial Guinea called?,R??o Mun??,Malabo
18MDM19,s,4,19,140,False,What kind of forest ecoregion does Equatorial Guinea not have?,Tropical grassland forests,Tropical grassland forests
18MDM19,s,4,19,140,False,Which international newspaper reported that Equatorial Guinea's citizens are not benefiting from infrastructure improvements?,The Guardian,The Guardian
18MDM19,s,4,19,140,False,Which language is used in the official currency of Equatorial Guinea?,French,French
18MDM19,s,4,19,140,False,Where is the traditional demarcation line between Fang and inland ethnic groups?,All of these answers,All of these answers
18MDM19,s,4,19,140,False,Which percentage of the population comes from the Ndowe and Fernandinos ethnic groups (combined) in Equatorial Guinea?,Less than 10%,Between 10% and 20%
18MDM19,s,4,19,140,False,What effect has oil extraction had in the population of Malabo?,Doubling,Increased by 100000
18MDM19,s,4,19,140,False,

