userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
9FH04,c,2,4,83,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,7
9FH04,c,2,4,83,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,9
9FH04,c,2,4,83,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,17
9FH04,c,2,4,83,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,15
9FH04,c,2,4,83,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,6
9FH04,c,2,4,83,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,9
9FH04,c,2,4,83,False,Which island or islands is Vanuatu furthest from?,Tasmania,New Guinea
9FH04,c,2,4,83,False,Which country claimed the Vanuatu islands first?,The Spanish,The French
9FH04,c,2,4,83,False,In which island is the capital Port Vila?,Efate,Espiritu Santo
9FH04,c,2,4,83,False,The temperature of the ocean around Vanuatu is approximately,Between 22 centigrade and 28 centigrade,between 18 and 22 centigrade
9FH04,c,2,4,83,False,Vanuatu's Prime Minister is chosen:,At least three-quarters quorum in the parliament,At least three-quarters quorum in the parliament
9FH04,c,2,4,83,False,Which in the following list does not belong to the top four mainstays of the economy?,Meat processing,Offshore financial services
9FH04,c,2,4,83,False,How many of the households in Vanuatu depend on subsistence fishing?,between 70% and 80%,about half
9FH04,c,2,4,83,False,Which of the following factors is not a main deterrent for the development of Vanuatu?,Unstable political situation,Long distance between islands
9FH04,c,2,4,83,False,

