userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
20F,c,3,20,207,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,13
20F,c,3,20,207,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,8
20F,c,3,20,207,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,13
20F,c,3,20,207,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,8
20F,c,3,20,207,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,14
20F,c,3,20,207,False,Frustration - How insecure\, discouraged\, irritated\, stressed\, and annoyed were you? Very Low - Very High,,6
20F,c,3,20,207,False,Which country does Suriname not have a border with,Venezuela,Venezuela
20F,c,3,20,207,False,An English-based lingua franca used in Suriname is:,Sranang,Suringlish
20F,c,3,20,207,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Suriname river
20F,c,3,20,207,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1960s
20F,c,3,20,207,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Sugar cane and cotton
20F,c,3,20,207,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a bi-cameral Assembly (Congress and a Senate)
20F,c,3,20,207,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,Through a second ballot in the legislative elections
20F,c,3,20,207,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,about 10.4%
20F,c,3,20,207,False,

