userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
MPS15,n,1,15,152,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,15
MPS15,n,1,15,152,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,3
MPS15,n,1,15,152,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,15
MPS15,n,1,15,152,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,9
MPS15,n,1,15,152,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,13
MPS15,n,1,15,152,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,14
MPS15,n,1,15,152,False,Which country does Laos not have a border with,Malaysia,Malaysia
MPS15,n,1,15,152,False,How many kingdoms was the Lan Xang kingdom was split into in the 18th century?,Three,Three
MPS15,n,1,15,152,False,What are the origins of Laos current government?,The Pathet Lao Guerrillas,The Pathet Lao Guerrillas
MPS15,n,1,15,152,False,In what type of landscape do the ethnically dominant people of Laos live?,Interior Lowlands,Tropical Mountains
MPS15,n,1,15,152,False,Which country is not in the top three trade nations with Laos?,Cambodia,Cambodia
MPS15,n,1,15,152,False,Who determines the government policies in Laos?,The Prime Minister Thongsing Thammavong,Everyone in this list
MPS15,n,1,15,152,False,The number of elected officials over the last twenty years has:,Increased to 132 members,Increased to 132 members
MPS15,n,1,15,152,False,What is lam?,A music style,Sticky rice
MPS15,n,1,15,152,False,

