userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
20F,s,0,20,202,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,14
20F,s,0,20,202,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,11
20F,s,0,20,202,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,11
20F,s,0,20,202,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,11
20F,s,0,20,202,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,11
20F,s,0,20,202,False,Frustration - How insecure\, discouraged\, irritated\, stressed\, and annoyed were you? Very Low - Very High,,11
20F,s,0,20,202,False,How many islands belong to Scotland,around 264,653
20F,s,0,20,202,False,The third largest city of Scotland is?,Dundee,Aberdeen
20F,s,0,20,202,False,Scotland entered into a political union with England?,on 1 May 1707,on 1 May 1707
20F,s,0,20,202,False,Scotland constitutes a distinct jurisdiction in:,public and private law,public and private law
20F,s,0,20,202,False,

