userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
20F,e,2,20,209,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,10
20F,e,2,20,209,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,10
20F,e,2,20,209,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,11
20F,e,2,20,209,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,6
20F,e,2,20,209,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,9
20F,e,2,20,209,False,Frustration - How insecure\, discouraged\, irritated\, stressed\, and annoyed were you? Very Low - Very High,,12
20F,e,2,20,209,False,Which island or islands is Vanuatu furthest from?,Tasmania,New Caledonia
20F,e,2,20,209,False,Which country claimed the Vanuatu islands first?,The Spanish,The Portuguese
20F,e,2,20,209,False,In which island is the capital\, Port Vila?,Efate,Vanua Lava
20F,e,2,20,209,False,The temperature of the ocean around Vanuatu is approximately,Between 22 centigrade and 28 centigrade,between 25 and 32 centigrade
20F,e,2,20,209,False,Vanuatu's Prime Minister is chosen:,At least three-quarters quorum in the parliament,At least three-quarters quorum in the parliament
20F,e,2,20,209,False,Which in the following list does not belong to the top four mainstays of the economy?,Meat processing,Tourism
20F,e,2,20,209,False,How many of the households in Vanuatu depend on subsistence fishing?,between 70% and 80%,about half
20F,e,2,20,209,False,Which of the following factors is not a main deterrent for the development of Vanuatu?,Unstable political situation,natural disaster vulnerability
20F,e,2,20,209,False,

