userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
2FS2116,n,1,16,49,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,7
2FS2116,n,1,16,49,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,6
2FS2116,n,1,16,49,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,5
2FS2116,n,1,16,49,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,8
2FS2116,n,1,16,49,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,10
2FS2116,n,1,16,49,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,5
2FS2116,n,1,16,49,False,Which country does Laos not have a border with,Malaysia,Malaysia
2FS2116,n,1,16,49,False,How many kingdoms was the Lan Xang kingdom was split into in the 18th century?,Three,two
2FS2116,n,1,16,49,False,What are the origins of Laos current government?,The Pathet Lao Guerrillas,The Mon-Khmer groups
2FS2116,n,1,16,49,False,In what type of landscape do the ethnically dominant people of Laos live?,Interior Lowlands,Interior Lowlands
2FS2116,n,1,16,49,False,Which country is not in the top three trade nations with Laos?,Cambodia,Cambodia
2FS2116,n,1,16,49,False,Who determines the government policies in Laos?,The Prime Minister Thongsing Thammavong,Everyone in this list
2FS2116,n,1,16,49,False,The number of elected officials over the last twenty years has:,Increased to 132 members,Increased to 132 members
2FS2116,n,1,16,49,False,What is lam?,A music style,A music style
2FS2116,n,1,16,49,False,

