userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
13MM08,n,3,8,114,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,13
13MM08,n,3,8,114,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,9
13MM08,n,3,8,114,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,9
13MM08,n,3,8,114,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,14
13MM08,n,3,8,114,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,10
13MM08,n,3,8,114,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,9
13MM08,n,3,8,114,False,Which country does Suriname not have a border with,Venezuela,Brazil
13MM08,n,3,8,114,False,An English-based lingua franca used in Suriname is:,Sranang,Suringlish
13MM08,n,3,8,114,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Suriname river
13MM08,n,3,8,114,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1940s
13MM08,n,3,8,114,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Bananas and rice
13MM08,n,3,8,114,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a 51-member unicameral Assembly
13MM08,n,3,8,114,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,The president is not elected the prime minister is
13MM08,n,3,8,114,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,about 10.4%
13MM08,n,3,8,114,False,

