userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
21MDC20,n,1,20,158,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,4
21MDC20,n,1,20,158,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,2
21MDC20,n,1,20,158,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,2
21MDC20,n,1,20,158,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,4
21MDC20,n,1,20,158,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,4
21MDC20,n,1,20,158,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,2
21MDC20,n,1,20,158,False,Which country does Laos not have a border with,Malaysia,Malaysia
21MDC20,n,1,20,158,False,How many kingdoms was the Lan Xang kingdom was split into in the 18th century?,Three,it was not split into Kingdoms
21MDC20,n,1,20,158,False,What are the origins of Laos current government?,The Pathet Lao Guerrillas,The French Colonial Resistance
21MDC20,n,1,20,158,False,In what type of landscape do the ethnically dominant people of Laos live?,Interior Lowlands,Interior Lowlands
21MDC20,n,1,20,158,False,Which country is not in the top three trade nations with Laos?,Cambodia,Cambodia
21MDC20,n,1,20,158,False,Who determines the government policies in Laos?,The Prime Minister Thongsing Thammavong,Everyone in this list
21MDC20,n,1,20,158,False,The number of elected officials over the last twenty years has:,Increased to 132 members,Increased to 132 members
21MDC20,n,1,20,158,False,What is lam?,A music style,A music style
21MDC20,n,1,20,158,False,

