userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
18F,c,1,18,185,FALSE,Mental Demand - How mentally demanding was the task? Very Low - Very High,,7
18F,c,1,18,185,FALSE,Physical Demand - How physically demanding was the task? Very Low - Very High,,5
18F,c,1,18,185,FALSE,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,8
18F,c,1,18,185,FALSE,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,15
18F,c,1,18,185,FALSE,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,4
18F,c,1,18,185,FALSE,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,2
18F,c,1,18,185,FALSE,Which country does Laos not have a border with,Malaysia,Malaysia
18F,c,1,18,185,FALSE,How many kingdoms was the Lan Xang kingdom was split into in the 18th century?,Three,Three
18F,c,1,18,185,FALSE,What are the origins of Laos current government?,The Pathet Lao Guerrillas,The French Colonial Resistance
18F,c,1,18,185,FALSE,In what type of landscape do the ethnically dominant people of Laos live?,Interior Lowlands,Coastal Rice Plains
18F,c,1,18,185,FALSE,Which country is not in the top three trade nations with Laos?,Cambodia,Cambodia
18F,c,1,18,185,FALSE,Who determines the government policies in Laos?,The Prime Minister Thongsing Thammavong,The Prime Minister Thongsing Thammavong
18F,c,1,18,185,FALSE,The number of elected officials over the last twenty years has:,Increased to 132 members,Almost doubled
18F,c,1,18,185,FALSE,What is lam?,A music style,Sticky rice
18F,c,1,18,185,FALSE,,,
