userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
14JG23,c,4,23,122,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,10
14JG23,c,4,23,122,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,1
14JG23,c,4,23,122,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,12
14JG23,c,4,23,122,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,6
14JG23,c,4,23,122,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,12
14JG23,c,4,23,122,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,11
14JG23,c,4,23,122,False,Which of the following names was a previous name of Equatorial Guinea?,Spanish Guinea,Nueva Guinea
14JG23,c,4,23,122,False,How is the largest geographical region of Equatorial Guinea called?,R??o Mun??,Annob??n
14JG23,c,4,23,122,False,What kind of forest ecoregion does Equatorial Guinea not have?,Tropical grassland forests,Atlantic Equatorial coastal forests
14JG23,c,4,23,122,False,Which international newspaper reported that Equatorial Guinea's citizens are not benefiting from infrastructure improvements?,The Guardian,The Guardian
14JG23,c,4,23,122,False,Which language is used in the official currency of Equatorial Guinea?,French,French
14JG23,c,4,23,122,False,Where is the traditional demarcation line between Fang and inland ethnic groups?,All of these answers,All of these answers
14JG23,c,4,23,122,False,Which percentage of the population comes from the Ndowe and Fernandinos ethnic groups (combined) in Equatorial Guinea?,Less than 10%,Less than 10%
14JG23,c,4,23,122,False,What effect has oil extraction had in the population of Malabo?,Doubling,Doubling
14JG23,c,4,23,122,False,

