userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
3MW2421,s,1,21,39,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,11
3MW2421,s,1,21,39,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,1
3MW2421,s,1,21,39,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,2
3MW2421,s,1,21,39,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,11
3MW2421,s,1,21,39,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,3
3MW2421,s,1,21,39,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,1
3MW2421,s,1,21,39,False,Which country does Laos not have a border with,Malaysia,Cambodia
3MW2421,s,1,21,39,False,How many kingdoms was the Lan Xang kingdom was split into in the 18th century?,Three,one
3MW2421,s,1,21,39,False,What are the origins of Laos current government?,The Pathet Lao Guerrillas,The French Colonial Resistance
3MW2421,s,1,21,39,False,In what type of landscape do the ethnically dominant people of Laos live?,Interior Lowlands,Coastal Rice Plains
3MW2421,s,1,21,39,False,Which country is not in the top three trade nations with Laos?,Cambodia,Cambodia
3MW2421,s,1,21,39,False,Who determines the government policies in Laos?,The Prime Minister Thongsing Thammavong,Everyone in this list
3MW2421,s,1,21,39,False,The number of elected officials over the last twenty years has:,Increased to 132 members,Increased to 132 members
3MW2421,s,1,21,39,False,What is lam?,A music style,A music style
3MW2421,s,1,21,39,False,

