userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
17MRW13,s,4,13,138,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,9
17MRW13,s,4,13,138,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,7
17MRW13,s,4,13,138,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,3
17MRW13,s,4,13,138,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,10
17MRW13,s,4,13,138,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,9
17MRW13,s,4,13,138,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,2
17MRW13,s,4,13,138,False,Which of the following names was a previous name of Equatorial Guinea?,Spanish Guinea,Spanish Guinea
17MRW13,s,4,13,138,False,How is the largest geographical region of Equatorial Guinea called?,R??o Mun??,R??o Mun??
17MRW13,s,4,13,138,False,What kind of forest ecoregion does Equatorial Guinea not have?,Tropical grassland forests,Montane forests
17MRW13,s,4,13,138,False,Which international newspaper reported that Equatorial Guinea's citizens are not benefiting from infrastructure improvements?,The Guardian,The Guardian
17MRW13,s,4,13,138,False,Which language is used in the official currency of Equatorial Guinea?,French,Fang
17MRW13,s,4,13,138,False,Where is the traditional demarcation line between Fang and inland ethnic groups?,All of these answers,Niefang
17MRW13,s,4,13,138,False,Which percentage of the population comes from the Ndowe and Fernandinos ethnic groups (combined) in Equatorial Guinea?,Less than 10%,Between 10% and 20%
17MRW13,s,4,13,138,False,What effect has oil extraction had in the population of Malabo?,Doubling,Doubling
17MRW13,s,4,13,138,False,

